post_id,influencer_id,platform,date,url,caption,reach,likes,comments,shares,saves
POST_0400,INF_060,Instagram,2025-06-07,https://instagram.com/post/400,Check out this amazing product! #HealthKart #MuscleBlaze,104274,4180,259,42,156
POST_0401,INF_052,Facebook,2025-03-04,https://facebook.com/post/401,Check out this amazing product! #HealthKart #MuscleBlaze,1214,11,0,0,0
POST_0402,INF_149,Twitter,2025-03-14,https://twitter.com/post/402,Check out this amazing product! #HealthKart #Gritzo,115014,5154,468,91,0
POST_0403,INF_094,YouTube,2025-04-07,https://youtube.com/post/403,Check out this amazing product! #HealthKart #Gritzo,121969,5467,214,138,0
POST_0404,INF_125,YouTube,2025-02-06,https://youtube.com/post/404,Check out this amazing product! #HealthKart #MuscleBlaze,91068,2462,127,110,0
POST_0405,INF_039,Twitter,2025-05-22,https://twitter.com/post/405,Check out this amazing product! #HealthKart #Gritzo,55129,2432,147,71,0
POST_0406,INF_039,Twitter,2025-02-01,https://twitter.com/post/406,Check out this amazing product! #HealthKart #Gritzo,62930,3317,142,98,0
POST_0407,INF_027,Twitter,2025-02-12,https://twitter.com/post/407,Check out this amazing product! #HealthKart #HKVitals,85462,4972,164,95,0
POST_0408,INF_031,Facebook,2025-06-17,https://facebook.com/post/408,Check out this amazing product! #HealthKart #MuscleBlaze,2177,114,7,1,0
POST_0409,INF_095,Facebook,2025-04-22,https://facebook.com/post/409,Check out this amazing product! #HealthKart #HKVitals,13127,689,39,9,0
POST_0410,INF_149,Twitter,2025-04-19,https://twitter.com/post/410,Check out this amazing product! #HealthKart #MuscleBlaze,104666,3756,283,46,0
POST_0411,INF_150,YouTube,2025-03-02,https://youtube.com/post/411,Check out this amazing product! #HealthKart #MuscleBlaze,67319,949,66,46,0
POST_0412,INF_130,YouTube,2025-03-15,https://youtube.com/post/412,Check out this amazing product! #HealthKart #MuscleBlaze,355173,8605,254,181,0
POST_0413,INF_117,Twitter,2025-07-17,https://twitter.com/post/413,Check out this amazing product! #HealthKart #Gritzo,664,16,0,0,0
POST_0414,INF_091,YouTube,2025-06-01,https://youtube.com/post/414,Check out this amazing product! #HealthKart #HKVitals,1959864,63906,2952,2902,0
POST_0415,INF_041,Facebook,2025-05-24,https://facebook.com/post/415,Check out this amazing product! #HealthKart #HKVitals,3089,103,6,3,0
POST_0416,INF_102,Twitter,2025-06-12,https://twitter.com/post/416,Check out this amazing product! #HealthKart #HKVitals,61801,1752,140,55,0
POST_0417,INF_074,Facebook,2025-01-31,https://facebook.com/post/417,Check out this amazing product! #HealthKart #HKVitals,10190,517,41,18,0
POST_0418,INF_069,Facebook,2025-05-21,https://facebook.com/post/418,Check out this amazing product! #HealthKart #MuscleBlaze,22578,878,73,38,0
POST_0419,INF_126,Twitter,2025-02-15,https://twitter.com/post/419,Check out this amazing product! #HealthKart #Gritzo,152030,7246,244,83,0
POST_0420,INF_049,YouTube,2025-04-24,https://youtube.com/post/420,Check out this amazing product! #HealthKart #HKVitals,159199,6173,183,306,0
POST_0421,INF_078,Instagram,2025-04-07,https://instagram.com/post/421,Check out this amazing product! #HealthKart #Gritzo,140969,2497,177,70,73
POST_0422,INF_035,Facebook,2025-04-24,https://facebook.com/post/422,Check out this amazing product! #HealthKart #Gritzo,24599,1149,114,38,0
POST_0423,INF_095,Facebook,2025-01-25,https://facebook.com/post/423,Check out this amazing product! #HealthKart #HKVitals,6158,221,18,6,0
POST_0424,INF_139,Twitter,2025-03-21,https://twitter.com/post/424,Check out this amazing product! #HealthKart #MuscleBlaze,41411,999,38,33,0
POST_0425,INF_126,Twitter,2025-07-19,https://twitter.com/post/425,Check out this amazing product! #HealthKart #MuscleBlaze,698590,21794,1603,881,0
POST_0426,INF_126,Twitter,2025-02-01,https://twitter.com/post/426,Check out this amazing product! #HealthKart #MuscleBlaze,389734,19234,640,642,0
POST_0427,INF_145,Facebook,2025-02-08,https://facebook.com/post/427,Check out this amazing product! #HealthKart #Gritzo,139054,6476,363,91,0
POST_0428,INF_097,YouTube,2025-04-07,https://youtube.com/post/428,Check out this amazing product! #HealthKart #MuscleBlaze,5221,210,12,4,0
POST_0429,INF_019,Twitter,2025-04-30,https://twitter.com/post/429,Check out this amazing product! #HealthKart #Gritzo,7590,373,7,17,0
POST_0430,INF_064,Twitter,2025-01-31,https://twitter.com/post/430,Check out this amazing product! #HealthKart #HKVitals,11494,305,14,4,0
POST_0431,INF_077,Twitter,2025-05-16,https://twitter.com/post/431,Check out this amazing product! #HealthKart #Gritzo,446462,12354,923,323,0
POST_0432,INF_146,Twitter,2025-01-25,https://twitter.com/post/432,Check out this amazing product! #HealthKart #MuscleBlaze,13887,707,41,25,0
POST_0433,INF_004,Facebook,2025-05-19,https://facebook.com/post/433,Check out this amazing product! #HealthKart #Gritzo,29339,787,53,23,0
POST_0434,INF_077,Twitter,2025-07-08,https://twitter.com/post/434,Check out this amazing product! #HealthKart #HKVitals,212172,8915,498,150,0
POST_0435,INF_012,Instagram,2025-05-28,https://instagram.com/post/435,Check out this amazing product! #HealthKart #Gritzo,154628,3693,363,182,112
POST_0436,INF_102,Twitter,2025-05-04,https://twitter.com/post/436,Check out this amazing product! #HealthKart #HKVitals,32580,1314,28,39,0
POST_0437,INF_092,Instagram,2025-02-16,https://instagram.com/post/437,Check out this amazing product! #HealthKart #MuscleBlaze,38804,2453,241,75,181
POST_0438,INF_087,Instagram,2025-04-14,https://instagram.com/post/438,Check out this amazing product! #HealthKart #MuscleBlaze,11841,553,37,11,18
POST_0439,INF_099,Instagram,2025-05-10,https://instagram.com/post/439,Check out this amazing product! #HealthKart #HKVitals,78787,3909,291,150,159
POST_0440,INF_111,YouTube,2025-07-17,https://youtube.com/post/440,Check out this amazing product! #HealthKart #Gritzo,86025,1431,74,23,0
POST_0441,INF_012,Instagram,2025-02-07,https://instagram.com/post/441,Check out this amazing product! #HealthKart #Gritzo,142838,2493,61,37,111
POST_0442,INF_093,Twitter,2025-06-13,https://twitter.com/post/442,Check out this amazing product! #HealthKart #Gritzo,17408,459,17,12,0
POST_0443,INF_120,YouTube,2025-06-12,https://youtube.com/post/443,Check out this amazing product! #HealthKart #MuscleBlaze,391554,16920,881,369,0
POST_0444,INF_011,Instagram,2025-06-26,https://instagram.com/post/444,Check out this amazing product! #HealthKart #Gritzo,150666,7167,440,238,422
POST_0445,INF_075,YouTube,2025-01-28,https://youtube.com/post/445,Check out this amazing product! #HealthKart #Gritzo,86602,2294,148,100,0
POST_0446,INF_072,YouTube,2025-04-27,https://youtube.com/post/446,Check out this amazing product! #HealthKart #MuscleBlaze,324987,7429,482,150,0
POST_0447,INF_008,Facebook,2025-02-25,https://facebook.com/post/447,Check out this amazing product! #HealthKart #Gritzo,85108,2643,215,31,0
POST_0448,INF_087,Instagram,2025-02-07,https://instagram.com/post/448,Check out this amazing product! #HealthKart #HKVitals,16318,1009,39,25,54
POST_0449,INF_062,Facebook,2025-05-16,https://facebook.com/post/449,Check out this amazing product! #HealthKart #MuscleBlaze,8585,217,18,9,0
POST_0450,INF_149,Twitter,2025-04-30,https://twitter.com/post/450,Check out this amazing product! #HealthKart #Gritzo,90696,4089,262,172,0
POST_0451,INF_060,Instagram,2025-02-14,https://instagram.com/post/451,Check out this amazing product! #HealthKart #HKVitals,121885,5938,546,214,305
POST_0452,INF_094,YouTube,2025-03-07,https://youtube.com/post/452,Check out this amazing product! #HealthKart #HKVitals,76030,2338,189,61,0
POST_0453,INF_035,Facebook,2025-06-16,https://facebook.com/post/453,Check out this amazing product! #HealthKart #HKVitals,49174,1851,148,80,0
POST_0454,INF_033,Twitter,2025-06-03,https://twitter.com/post/454,Check out this amazing product! #HealthKart #Gritzo,14925,537,34,9,0
POST_0455,INF_023,Instagram,2025-05-21,https://instagram.com/post/455,Check out this amazing product! #HealthKart #MuscleBlaze,437722,16977,1137,367,891
POST_0456,INF_059,YouTube,2025-05-01,https://youtube.com/post/456,Check out this amazing product! #HealthKart #HKVitals,186152,7414,474,150,0
POST_0457,INF_037,Facebook,2025-06-07,https://facebook.com/post/457,Check out this amazing product! #HealthKart #HKVitals,7760,375,24,13,0
POST_0458,INF_139,Twitter,2025-06-24,https://twitter.com/post/458,Check out this amazing product! #HealthKart #Gritzo,13056,520,33,22,0
POST_0459,INF_075,YouTube,2025-04-26,https://youtube.com/post/459,Check out this amazing product! #HealthKart #MuscleBlaze,129085,2968,96,49,0
POST_0460,INF_058,YouTube,2025-03-28,https://youtube.com/post/460,Check out this amazing product! #HealthKart #Gritzo,6663,136,8,2,0
POST_0461,INF_068,Instagram,2025-05-19,https://instagram.com/post/461,Check out this amazing product! #HealthKart #Gritzo,169691,7179,691,134,505
POST_0462,INF_072,YouTube,2025-02-23,https://youtube.com/post/462,Check out this amazing product! #HealthKart #Gritzo,209780,5312,261,76,0
POST_0463,INF_115,YouTube,2025-06-15,https://youtube.com/post/463,Check out this amazing product! #HealthKart #Gritzo,204025,4460,199,77,0
POST_0464,INF_107,Instagram,2025-06-12,https://instagram.com/post/464,Check out this amazing product! #HealthKart #MuscleBlaze,1548959,75411,5340,2685,5564
POST_0465,INF_096,Facebook,2025-04-18,https://facebook.com/post/465,Check out this amazing product! #HealthKart #HKVitals,214040,5167,299,102,0
POST_0466,INF_132,Instagram,2025-02-21,https://instagram.com/post/466,Check out this amazing product! #HealthKart #HKVitals,1104254,55171,3688,1151,3006
POST_0467,INF_105,YouTube,2025-03-14,https://youtube.com/post/467,Check out this amazing product! #HealthKart #HKVitals,41883,599,19,18,0
POST_0468,INF_129,Facebook,2025-02-04,https://facebook.com/post/468,Check out this amazing product! #HealthKart #HKVitals,24377,1213,49,18,0
POST_0469,INF_110,YouTube,2025-05-21,https://youtube.com/post/469,Check out this amazing product! #HealthKart #MuscleBlaze,58761,2336,139,107,0
POST_0470,INF_046,Instagram,2025-05-30,https://instagram.com/post/470,Check out this amazing product! #HealthKart #Gritzo,23482,662,52,7,51
POST_0471,INF_146,Twitter,2025-05-17,https://twitter.com/post/471,Check out this amazing product! #HealthKart #Gritzo,9589,331,14,15,0
POST_0472,INF_101,YouTube,2025-01-29,https://youtube.com/post/472,Check out this amazing product! #HealthKart #MuscleBlaze,39385,873,50,27,0
POST_0473,INF_115,YouTube,2025-06-03,https://youtube.com/post/473,Check out this amazing product! #HealthKart #Gritzo,245961,4828,412,197,0
POST_0474,INF_087,Instagram,2025-04-01,https://instagram.com/post/474,Check out this amazing product! #HealthKart #Gritzo,19419,984,39,30,41
POST_0475,INF_136,Twitter,2025-05-13,https://twitter.com/post/475,Check out this amazing product! #HealthKart #HKVitals,351393,11871,913,557,0
POST_0476,INF_134,Facebook,2025-02-08,https://facebook.com/post/476,Check out this amazing product! #HealthKart #HKVitals,1685,65,5,1,0
POST_0477,INF_078,Instagram,2025-05-01,https://instagram.com/post/477,Check out this amazing product! #HealthKart #Gritzo,37477,715,25,17,32
POST_0478,INF_120,YouTube,2025-03-27,https://youtube.com/post/478,Check out this amazing product! #HealthKart #HKVitals,99033,4308,352,68,0
POST_0479,INF_054,Twitter,2025-05-27,https://twitter.com/post/479,Check out this amazing product! #HealthKart #MuscleBlaze,79228,912,54,23,0
POST_0480,INF_074,Facebook,2025-01-24,https://facebook.com/post/480,Check out this amazing product! #HealthKart #HKVitals,20315,1076,88,18,0
POST_0481,INF_078,Instagram,2025-06-26,https://instagram.com/post/481,Check out this amazing product! #HealthKart #MuscleBlaze,69435,2119,128,91,114
POST_0482,INF_139,Twitter,2025-07-02,https://twitter.com/post/482,Check out this amazing product! #HealthKart #HKVitals,23586,876,46,40,0
POST_0483,INF_051,Facebook,2025-02-19,https://facebook.com/post/483,Check out this amazing product! #HealthKart #Gritzo,2228829,112716,10930,3849,0
POST_0484,INF_146,Twitter,2025-06-24,https://twitter.com/post/484,Check out this amazing product! #HealthKart #HKVitals,14474,647,18,29,0
POST_0485,INF_074,Facebook,2025-07-15,https://facebook.com/post/485,Check out this amazing product! #HealthKart #HKVitals,5799,159,3,1,0
POST_0486,INF_119,Twitter,2025-04-18,https://twitter.com/post/486,Check out this amazing product! #HealthKart #Gritzo,17619,925,23,43,0
POST_0487,INF_044,Twitter,2025-05-16,https://twitter.com/post/487,Check out this amazing product! #HealthKart #Gritzo,4234,192,18,6,0
POST_0488,INF_120,YouTube,2025-02-11,https://youtube.com/post/488,Check out this amazing product! #HealthKart #HKVitals,533439,20337,1472,584,0
POST_0489,INF_136,Twitter,2025-03-05,https://twitter.com/post/489,Check out this amazing product! #HealthKart #MuscleBlaze,310618,8045,301,132,0
POST_0490,INF_039,Twitter,2025-05-16,https://twitter.com/post/490,Check out this amazing product! #HealthKart #Gritzo,65955,3595,336,148,0
POST_0491,INF_117,Twitter,2025-01-29,https://twitter.com/post/491,Check out this amazing product! #HealthKart #HKVitals,330,6,0,0,0
POST_0492,INF_071,Instagram,2025-06-04,https://instagram.com/post/492,Check out this amazing product! #HealthKart #Gritzo,368095,14351,574,478,869
POST_0493,INF_076,YouTube,2025-06-29,https://youtube.com/post/493,Check out this amazing product! #HealthKart #Gritzo,123851,1789,151,24,0
POST_0494,INF_136,Twitter,2025-03-05,https://twitter.com/post/494,Check out this amazing product! #HealthKart #Gritzo,414771,10815,713,247,0
POST_0495,INF_086,Twitter,2025-03-20,https://twitter.com/post/495,Check out this amazing product! #HealthKart #HKVitals,410675,17040,398,505,0
POST_0496,INF_097,YouTube,2025-05-13,https://youtube.com/post/496,Check out this amazing product! #HealthKart #Gritzo,27814,999,41,37,0
POST_0497,INF_123,Twitter,2025-05-06,https://twitter.com/post/497,Check out this amazing product! #HealthKart #Gritzo,58476,292,16,6,0
POST_0498,INF_028,Twitter,2025-05-27,https://twitter.com/post/498,Check out this amazing product! #HealthKart #Gritzo,4877,164,3,7,0
POST_0499,INF_027,Twitter,2025-04-23,https://twitter.com/post/499,Check out this amazing product! #HealthKart #Gritzo,69872,4376,241,152,0
POST_0500,INF_149,Twitter,2025-05-04,https://twitter.com/post/500,Check out this amazing product! #HealthKart #HKVitals,77399,3662,166,69,0
POST_0501,INF_104,Twitter,2025-06-14,https://twitter.com/post/501,Check out this amazing product! #HealthKart #Gritzo,216773,7186,598,347,0
POST_0502,INF_107,Instagram,2025-06-09,https://instagram.com/post/502,Check out this amazing product! #HealthKart #MuscleBlaze,886480,50564,2051,852,1423
POST_0503,INF_042,Facebook,2025-01-26,https://facebook.com/post/503,Check out this amazing product! #HealthKart #MuscleBlaze,65729,2263,208,109,0
POST_0504,INF_148,Instagram,2025-04-28,https://instagram.com/post/504,Check out this amazing product! #HealthKart #MuscleBlaze,32514,1038,88,48,66
POST_0505,INF_098,Twitter,2025-06-16,https://twitter.com/post/505,Check out this amazing product! #HealthKart #Gritzo,2836,124,2,2,0
POST_0506,INF_042,Facebook,2025-04-05,https://facebook.com/post/506,Check out this amazing product! #HealthKart #MuscleBlaze,41416,1274,47,52,0
POST_0507,INF_012,Instagram,2025-03-02,https://instagram.com/post/507,Check out this amazing product! #HealthKart #HKVitals,155275,4493,131,168,95
POST_0508,INF_089,Instagram,2025-07-03,https://instagram.com/post/508,Check out this amazing product! #HealthKart #MuscleBlaze,12020,214,4,7,12
POST_0509,INF_148,Instagram,2025-07-19,https://instagram.com/post/509,Check out this amazing product! #HealthKart #HKVitals,18938,273,26,4,6
POST_0510,INF_016,Twitter,2025-07-07,https://twitter.com/post/510,Check out this amazing product! #HealthKart #Gritzo,6275,229,8,11,0
POST_0511,INF_104,Twitter,2025-04-04,https://twitter.com/post/511,Check out this amazing product! #HealthKart #MuscleBlaze,66564,2045,180,83,0
POST_0512,INF_010,YouTube,2025-07-03,https://youtube.com/post/512,Check out this amazing product! #HealthKart #HKVitals,17157,425,8,16,0
POST_0513,INF_053,Instagram,2025-03-05,https://instagram.com/post/513,Check out this amazing product! #HealthKart #HKVitals,59503,1561,96,41,34
POST_0514,INF_066,Facebook,2025-04-19,https://facebook.com/post/514,Check out this amazing product! #HealthKart #Gritzo,896,18,0,0,0
POST_0515,INF_029,YouTube,2025-05-07,https://youtube.com/post/515,Check out this amazing product! #HealthKart #MuscleBlaze,237654,18669,1562,245,0
POST_0516,INF_067,Facebook,2025-05-27,https://facebook.com/post/516,Check out this amazing product! #HealthKart #Gritzo,742850,24603,699,844,0
POST_0517,INF_023,Instagram,2025-03-23,https://instagram.com/post/517,Check out this amazing product! #HealthKart #MuscleBlaze,1004197,33878,707,1002,925
POST_0518,INF_008,Facebook,2025-05-26,https://facebook.com/post/518,Check out this amazing product! #HealthKart #MuscleBlaze,156679,2256,208,93,0
POST_0519,INF_133,YouTube,2025-02-20,https://youtube.com/post/519,Check out this amazing product! #HealthKart #MuscleBlaze,33092,960,79,41,0
POST_0520,INF_030,Twitter,2025-07-12,https://twitter.com/post/520,Check out this amazing product! #HealthKart #MuscleBlaze,506735,22955,1952,743,0
POST_0521,INF_089,Instagram,2025-03-19,https://instagram.com/post/521,Check out this amazing product! #HealthKart #HKVitals,64302,1505,117,29,94
POST_0522,INF_140,Facebook,2025-02-05,https://facebook.com/post/522,Check out this amazing product! #HealthKart #HKVitals,2743271,90209,6758,1303,0
POST_0523,INF_150,YouTube,2025-03-03,https://youtube.com/post/523,Check out this amazing product! #HealthKart #HKVitals,10117,334,22,4,0
POST_0524,INF_148,Instagram,2025-05-25,https://instagram.com/post/524,Check out this amazing product! #HealthKart #Gritzo,18166,271,20,11,19
POST_0525,INF_061,Instagram,2025-04-22,https://instagram.com/post/525,Check out this amazing product! #HealthKart #HKVitals,122243,4988,146,173,380
POST_0526,INF_119,Twitter,2025-03-03,https://twitter.com/post/526,Check out this amazing product! #HealthKart #HKVitals,33788,1544,49,64,0
POST_0527,INF_109,Instagram,2025-01-29,https://instagram.com/post/527,Check out this amazing product! #HealthKart #HKVitals,192042,5077,263,83,343
POST_0528,INF_107,Instagram,2025-06-01,https://instagram.com/post/528,Check out this amazing product! #HealthKart #HKVitals,1602170,73725,6354,1087,4315
POST_0529,INF_088,YouTube,2025-05-29,https://youtube.com/post/529,Check out this amazing product! #HealthKart #HKVitals,170007,8057,532,287,0
POST_0530,INF_051,Facebook,2025-02-25,https://facebook.com/post/530,Check out this amazing product! #HealthKart #HKVitals,1265834,78915,2360,3140,0
POST_0531,INF_010,YouTube,2025-05-20,https://youtube.com/post/531,Check out this amazing product! #HealthKart #HKVitals,19554,320,16,11,0
POST_0532,INF_073,Twitter,2025-03-18,https://twitter.com/post/532,Check out this amazing product! #HealthKart #HKVitals,72954,3654,255,116,0
POST_0533,INF_008,Facebook,2025-04-05,https://facebook.com/post/533,Check out this amazing product! #HealthKart #Gritzo,144529,2147,214,98,0
POST_0534,INF_008,Facebook,2025-03-03,https://facebook.com/post/534,Check out this amazing product! #HealthKart #Gritzo,127496,3185,73,54,0
POST_0535,INF_092,Instagram,2025-06-16,https://instagram.com/post/535,Check out this amazing product! #HealthKart #Gritzo,42512,2936,126,117,220
POST_0536,INF_088,YouTube,2025-05-01,https://youtube.com/post/536,Check out this amazing product! #HealthKart #MuscleBlaze,322100,22063,1379,496,0
POST_0537,INF_088,YouTube,2025-07-18,https://youtube.com/post/537,Check out this amazing product! #HealthKart #MuscleBlaze,69824,4950,442,63,0
POST_0538,INF_133,YouTube,2025-01-27,https://youtube.com/post/538,Check out this amazing product! #HealthKart #MuscleBlaze,75279,1695,55,59,0
POST_0539,INF_023,Instagram,2025-01-23,https://instagram.com/post/539,Check out this amazing product! #HealthKart #Gritzo,1410827,41062,1141,715,1028
POST_0540,INF_096,Facebook,2025-05-21,https://facebook.com/post/540,Check out this amazing product! #HealthKart #HKVitals,286044,8126,699,392,0
POST_0541,INF_019,Twitter,2025-03-14,https://twitter.com/post/541,Check out this amazing product! #HealthKart #MuscleBlaze,1709,86,2,4,0
POST_0542,INF_003,YouTube,2025-05-04,https://youtube.com/post/542,Check out this amazing product! #HealthKart #Gritzo,104184,2508,154,65,0
POST_0543,INF_016,Twitter,2025-05-20,https://twitter.com/post/543,Check out this amazing product! #HealthKart #MuscleBlaze,3934,74,6,0,0
POST_0544,INF_146,Twitter,2025-03-14,https://twitter.com/post/544,Check out this amazing product! #HealthKart #Gritzo,7124,279,17,6,0
POST_0545,INF_037,Facebook,2025-01-27,https://facebook.com/post/545,Check out this amazing product! #HealthKart #Gritzo,8040,323,18,8,0
POST_0546,INF_006,Facebook,2025-04-21,https://facebook.com/post/546,Check out this amazing product! #HealthKart #Gritzo,264376,7302,621,328,0
POST_0547,INF_039,Twitter,2025-06-10,https://twitter.com/post/547,Check out this amazing product! #HealthKart #Gritzo,21727,965,80,42,0
POST_0548,INF_138,Instagram,2025-05-26,https://instagram.com/post/548,Check out this amazing product! #HealthKart #MuscleBlaze,41954,2036,171,79,90
POST_0549,INF_056,Facebook,2025-01-28,https://facebook.com/post/549,Check out this amazing product! #HealthKart #HKVitals,1766,49,4,1,0
POST_0550,INF_063,Twitter,2025-05-13,https://twitter.com/post/550,Check out this amazing product! #HealthKart #MuscleBlaze,254676,6044,242,71,0
POST_0551,INF_127,Twitter,2025-05-29,https://twitter.com/post/551,Check out this amazing product! #HealthKart #MuscleBlaze,4775,37,1,0,0
POST_0552,INF_132,Instagram,2025-04-24,https://instagram.com/post/552,Check out this amazing product! #HealthKart #HKVitals,1242966,78183,7338,3487,6036
POST_0553,INF_084,Instagram,2025-03-17,https://instagram.com/post/553,Check out this amazing product! #HealthKart #Gritzo,302339,11494,348,243,252
POST_0554,INF_070,YouTube,2025-04-22,https://youtube.com/post/554,Check out this amazing product! #HealthKart #MuscleBlaze,126560,7576,426,303,0
POST_0555,INF_089,Instagram,2025-02-06,https://instagram.com/post/555,Check out this amazing product! #HealthKart #MuscleBlaze,34025,327,13,7,17
POST_0556,INF_036,YouTube,2025-03-21,https://youtube.com/post/556,Check out this amazing product! #HealthKart #Gritzo,427095,5108,151,123,0
POST_0557,INF_032,Facebook,2025-03-17,https://facebook.com/post/557,Check out this amazing product! #HealthKart #HKVitals,5606,133,6,3,0
POST_0558,INF_080,Facebook,2025-04-12,https://facebook.com/post/558,Check out this amazing product! #HealthKart #HKVitals,108780,3888,319,164,0
POST_0559,INF_129,Facebook,2025-01-23,https://facebook.com/post/559,Check out this amazing product! #HealthKart #HKVitals,135404,6924,566,234,0
POST_0560,INF_038,Instagram,2025-04-02,https://instagram.com/post/560,Check out this amazing product! #HealthKart #HKVitals,159858,1951,174,24,65
POST_0561,INF_026,Instagram,2025-03-02,https://instagram.com/post/561,Check out this amazing product! #HealthKart #Gritzo,96878,4126,233,45,112
POST_0562,INF_006,Facebook,2025-03-05,https://facebook.com/post/562,Check out this amazing product! #HealthKart #Gritzo,320293,10917,222,133,0
POST_0563,INF_096,Facebook,2025-07-02,https://facebook.com/post/563,Check out this amazing product! #HealthKart #HKVitals,259433,8602,855,275,0
POST_0564,INF_094,YouTube,2025-07-01,https://youtube.com/post/564,Check out this amazing product! #HealthKart #Gritzo,101233,4904,447,156,0
POST_0565,INF_052,Facebook,2025-01-26,https://facebook.com/post/565,Check out this amazing product! #HealthKart #HKVitals,2722,40,2,1,0
POST_0566,INF_134,Facebook,2025-04-20,https://facebook.com/post/566,Check out this amazing product! #HealthKart #Gritzo,830,35,2,1,0
POST_0567,INF_115,YouTube,2025-05-17,https://youtube.com/post/567,Check out this amazing product! #HealthKart #HKVitals,236250,5551,544,235,0
POST_0568,INF_046,Instagram,2025-05-09,https://instagram.com/post/568,Check out this amazing product! #HealthKart #MuscleBlaze,15624,676,23,15,28
POST_0569,INF_140,Facebook,2025-03-07,https://facebook.com/post/569,Check out this amazing product! #HealthKart #HKVitals,4912365,215747,6264,9887,0
POST_0570,INF_025,Facebook,2025-02-12,https://facebook.com/post/570,Check out this amazing product! #HealthKart #Gritzo,24457,355,8,14,0
POST_0571,INF_109,Instagram,2025-05-09,https://instagram.com/post/571,Check out this amazing product! #HealthKart #Gritzo,470451,13772,305,587,682
POST_0572,INF_060,Instagram,2025-03-19,https://instagram.com/post/572,Check out this amazing product! #HealthKart #Gritzo,205017,9634,239,280,665
POST_0573,INF_123,Twitter,2025-06-10,https://twitter.com/post/573,Check out this amazing product! #HealthKart #HKVitals,212095,1060,92,27,0
POST_0574,INF_144,Facebook,2025-01-26,https://facebook.com/post/574,Check out this amazing product! #HealthKart #Gritzo,51772,1175,48,19,0
POST_0575,INF_125,YouTube,2025-06-18,https://youtube.com/post/575,Check out this amazing product! #HealthKart #HKVitals,201988,7231,710,184,0
POST_0576,INF_129,Facebook,2025-03-26,https://facebook.com/post/576,Check out this amazing product! #HealthKart #Gritzo,144881,8484,843,396,0
POST_0577,INF_012,Instagram,2025-05-30,https://instagram.com/post/577,Check out this amazing product! #HealthKart #Gritzo,99710,2478,128,70,195
POST_0578,INF_150,YouTube,2025-03-05,https://youtube.com/post/578,Check out this amazing product! #HealthKart #HKVitals,44343,809,65,28,0
POST_0579,INF_109,Instagram,2025-02-06,https://instagram.com/post/579,Check out this amazing product! #HealthKart #MuscleBlaze,472141,11882,696,220,741
POST_0580,INF_042,Facebook,2025-04-04,https://facebook.com/post/580,Check out this amazing product! #HealthKart #Gritzo,95927,3883,323,109,0
POST_0581,INF_133,YouTube,2025-03-15,https://youtube.com/post/581,Check out this amazing product! #HealthKart #HKVitals,54027,1027,83,22,0
POST_0582,INF_071,Instagram,2025-06-11,https://instagram.com/post/582,Check out this amazing product! #HealthKart #MuscleBlaze,203660,7146,179,342,178
POST_0583,INF_036,YouTube,2025-02-10,https://youtube.com/post/583,Check out this amazing product! #HealthKart #MuscleBlaze,149027,2474,168,25,0
POST_0584,INF_082,Facebook,2025-07-06,https://facebook.com/post/584,Check out this amazing product! #HealthKart #Gritzo,36722,1088,99,40,0
POST_0585,INF_054,Twitter,2025-01-22,https://twitter.com/post/585,Check out this amazing product! #HealthKart #HKVitals,64392,1474,47,66,0
POST_0586,INF_122,Instagram,2025-04-28,https://instagram.com/post/586,Check out this amazing product! #HealthKart #HKVitals,431724,9639,605,344,430
POST_0587,INF_039,Twitter,2025-02-24,https://twitter.com/post/587,Check out this amazing product! #HealthKart #MuscleBlaze,27958,1512,55,44,0
POST_0588,INF_092,Instagram,2025-01-22,https://instagram.com/post/588,Check out this amazing product! #HealthKart #Gritzo,40162,2912,135,76,142
POST_0589,INF_140,Facebook,2025-03-01,https://facebook.com/post/589,Check out this amazing product! #HealthKart #MuscleBlaze,4577567,113925,2764,5405,0
POST_0590,INF_032,Facebook,2025-03-18,https://facebook.com/post/590,Check out this amazing product! #HealthKart #MuscleBlaze,5411,120,3,5,0
POST_0591,INF_105,YouTube,2025-03-18,https://youtube.com/post/591,Check out this amazing product! #HealthKart #MuscleBlaze,67131,1281,114,16,0
POST_0592,INF_123,Twitter,2025-01-28,https://twitter.com/post/592,Check out this amazing product! #HealthKart #MuscleBlaze,61992,309,27,10,0
POST_0593,INF_061,Instagram,2025-06-05,https://instagram.com/post/593,Check out this amazing product! #HealthKart #HKVitals,127317,3475,243,136,190
POST_0594,INF_122,Instagram,2025-07-07,https://instagram.com/post/594,Check out this amazing product! #HealthKart #MuscleBlaze,514866,14373,767,616,877
POST_0595,INF_075,YouTube,2025-02-09,https://youtube.com/post/595,Check out this amazing product! #HealthKart #HKVitals,107990,2233,98,102,0
POST_0596,INF_052,Facebook,2025-05-14,https://facebook.com/post/596,Check out this amazing product! #HealthKart #MuscleBlaze,2379,11,1,0,0
POST_0597,INF_069,Facebook,2025-04-24,https://facebook.com/post/597,Check out this amazing product! #HealthKart #HKVitals,9117,246,22,5,0
POST_0598,INF_051,Facebook,2025-06-11,https://facebook.com/post/598,Check out this amazing product! #HealthKart #HKVitals,2363054,121626,7653,2230,0
POST_0599,INF_116,Facebook,2025-02-28,https://facebook.com/post/599,Check out this amazing product! #HealthKart #Gritzo,6669,249,23,7,0
